,Facility Name,NPDES ID,City,State,EPA Region,Reporting Year,Certified Date,Reporting Obligation(s),Amount of Biosolids Generated,Violation Count,Violation Type(s),Management Practice Type(s),Amount of Biosolids Managed - Land Applied,Amount of Biosolids Managed - Surface Disposal,Amount of Biosolids Managed - Incinerated,Amount of Biosolids Managed - Other Management Practice,Pathogen Class(es),sic_permit
3425,CITY OF CENTERVILLE,IAL027464,CENTERVILLE,IA,7,2022,2023-02-16T10:52:48.146-0500,Other,16.5,0,,Land Application,16.5,,,,Class B,['NO_SIC_MATCH']
3426,NEW HAVEN EAST SHORE WPCF,CTL100366,NEW HAVEN,CT,1,2022,2023-02-15T14:46:29.020-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",14345.2,0,,Incineration,,,14343.0,,,"[4952, 4952, 4952, 4952, 4952, 4952, 4952, 4952, 4952]"
3427,"WEIRTON, CITY OF",WVL023108,WEIRTON,WV,3,2022,2023-02-13T14:52:49.458-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",205.62,0,,Other Management Practice,,,,205.62,Class B,"[4952, 4952, 4952, 4952]"
3428,BURLINGTON WWTP,WAL020150,BURLINGTON,WA,10,2022,2023-02-13T15:50:22.110-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,1.337,0,,Land Application,5.348,,,,Class A EQ,[4952]
3429,MOBILE CITY OF W AND S COMM,ALL023086,MOBILE,AL,4,2022,2023-02-22T16:09:44.778-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,1302.3,0,,Land Application,1302.3,,,,Class B,"[4952, 1629, 1623, 1629, 4952, 4952, 1629, 1623, 1629, 4952]"
3430,"LITTLE ROCK, CITY OF-ADAMS FIE",ARL021806,LITTLE ROCK,AR,6,2022,2023-02-19T12:56:28.508-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,3469.86,0,,Land Application,4808.68,,,,Class A,"[4952, 4952]"
3431,CITY OF MONROE,NCL024333,MONROE,NC,4,2022,2023-02-17T10:02:33.213-0500,"A Class I Sludge Management Facility as defined in 40 CFR 503.9; A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",693.93,0,,Land Application,693.93,,,,Class B,"[4952, 4952, 4952, 4952, 4952, 4952]"
3432,BRUSH CITY OF,COL021245,BRUSH,CO,8,2022,2023-02-16T10:04:19.075-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,60.45,0,,Land Application,60.45,,,,Class B,['NO_SIC_MATCH']
3433,GLENWOOD MUNICIPAL UTILITIES,IAL021946,GLENWOOD,IA,7,2022,2023-02-14T10:23:11.023-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,83.26,0,,Land Application,83.26,,,,Class B,['NO_SIC_MATCH']
3434,"CARBONDALE UTILITIES, TOWN OF",COL650126,CARBONDALE,CO,8,2022,2023-02-13T15:39:01.400-0500,Other,123.4,0,,Other Management Practice,,,,123.4,Not Applicable,['NO_SIC_MATCH']
3435,CITY OF CEDAR FALLS,IAL036633,CEDAR FALLS,IA,7,2022,2023-02-17T14:38:41.750-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",304.1,0,,Land Application,304.1,,,,Class B,['NO_SIC_MATCH']
3436,"CRANE DIV., NAVAL SURFACE WARFARE CTR",IN0021539,CRANE,IN,5,2022,2023-02-15T16:07:46.440-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,22.06,0,,Land Application,22.06,,,,Class B,"[9711, 9711]"
3437,RICHMOND CITY OF,VAL063177,RICHMOND,VA,3,2022,2023-02-21T17:58:22.009-0500,"A Class I Sludge Management Facility as defined in 40 CFR 503.9; A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",7006.07,0,,Land Application,7006.0,,,,Class B,"[4952, 4952, 4952, 4952, 4952, 4952]"
3438,SANTA ROSA LAGUNA WWTP,CAL022764,SANTA ROSA,CA,9,2022,2023-02-15T15:46:11.495-0500,"A Class I Sludge Management Facility as defined in 40 CFR 503.9; A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",4337.0,0,,Land Application,2603.0,,,,Class B,"[4952, 4952, 4952, 4952, 4952]"
3439,CITY OF FORT MADISON,IAL027219,FORT MADISON,IA,7,2022,2023-02-15T15:58:56.053-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",248.0,0,,Land Application,134.0,,,,Class B,['NO_SIC_MATCH']
3440,NOVATO WWTP,CAL037958,NOVATO,CA,9,2022,2023-02-14T17:33:01.577-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,601.8,0,,Surface Disposal,,641.6,,,Class B,"[4953, 4952, 4953]"
3441,CITY OF SHELBY,NCL024538,SHELBY,NC,4,2022,2023-02-16T15:25:32.617-0500,"A Class I Sludge Management Facility as defined in 40 CFR 503.9; A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",443.0,0,,Land Application,443.0,,,,Class B,"[4952, 4952, 4952, 4952, 4931, 4952, 4952, 4931, 4952, 4952, 9999]"
3442,RIVERSIDE WATER RECLAMAT AUTH,NJL022519,RIVERSIDE,NJ,2,2022,2023-03-15T18:36:25.365-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,75.1,0,,Other Management Practice,,,,75.1,Class B,"[4952, 4952, 4952, 9199, 4952, 4952, 4952]"
3443,FAYETTEVILLE WHITEWATER CR,GAL035807,FAYETTEVILLE,GA,4,2022,2023-02-14T15:49:50.472-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",494.0,0,,Other Management Practice,,,,494.0,Class B,"[4952, 4952, 4952]"
3444,LAKE GEORGE (V),NYL094366,LAKE GEORGE,NY,2,2022,2023-02-16T04:45:53.990-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,122.0,0,,Surface Disposal,,122.0,,,Class A,['NO_SIC_MATCH']
3445,MILLERSBURG AREA AUTHORITY STP,PAL022535,MILLERSBURG,PA,3,2022,2023-02-14T07:58:13.147-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,83.6,0,,Land Application,46.6,,,,Class B,"[4952, 4952, 4952, 4952, 4952]"
3446,JACKSONVILLE  WATER WORKS GAS AND SEWER BD,ALL022586,JACKSONVILLE,AL,4,2022,2023-02-14T08:34:52.759-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,634.4,0,,Other Management Practice,,,,634.4,Class B,"[4952, 4952, 4952, 4952]"
3447,LITTLETON TOWN OF,NHL100153,LITTLETON,NH,1,2022,2023-02-14T08:48:45.791-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,546.5,0,,Other Management Practice,,,,546.5,Not Applicable,"[4952, 4952, 4952, 4952, 4952]"
3448,CITY OF DUNEDIN,FLL021326,DUNEDIN,FL,4,2022,2023-02-14T11:41:30.856-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,688.19,0,,Land Application,688.19,,,,Class B,"[4952, 4952, 4952, 4952, 4952]"
3449,"MARGATE,CITY OF WEST WWTP",FLL041289,MARGATE,FL,4,2022,2023-02-15T10:15:14.132-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,893.2,0,,Land Application,893.2,,,,Class B,['NO_SIC_MATCH']
3450,HIGHTSTOWN ADVANCED WTP,NJL029475,HIGHTSTOWN,NJ,2,2022,2023-02-15T11:43:08.733-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,119.71,0,,Surface Disposal,,119.71,,,Class B,['NO_SIC_MATCH']
3451,BETHLEHEM AUTHORITY-WASTEWATER,PAL026042,BETHLEHM,PA,3,2022,2023-02-15T09:32:55.138-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",2159.0,0,,Land Application,2075.0,,,,Class B,"[4952, 4952, 4952, 4952, 4952, 4952, 4952, 4952, 4952]"
3452,CITY OF BOCA RATON,FLL026344,BOCA RATON,FL,4,2022,2023-02-14T13:30:39.416-0500,"A POTW that serves 10,000 people or more",2029.2,0,,Other Management Practice,,,,2029.2,Class A,"[4952, 4952, 4952, 4952]"
3453,TINICUM TOWNSHIP WTP,PAL028380,LESTER,PA,3,2022,2023-02-16T11:29:24.477-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,59.22,0,,Incineration,,,59.22,,,"[4952, 4952, 4952, 4952, 4952]"
3454,TOWN OF YADKINVILLE,NCL020338,YADKINVILLE,NC,4,2022,2023-02-17T08:58:33.427-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,25.0,0,,Land Application,25.0,,,,Class B,"[4952, 4952, 4952, 4952, 4952, 4952, 4952]"
3455,BRIGHTON CITY OF,COL021547,BRIGHTON,CO,8,2022,2023-02-14T11:11:52.717-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",402.83,0,,Land Application,10.76,,,,Class B,[4619]
3456,SEABROOK,NHL101303,SEABROOK,NH,1,2022,2023-02-17T09:15:36.262-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,208.0,0,,Other Management Practice,,,,208.0,Not Applicable,['NO_SIC_MATCH']
3457,CITY OF DURHAM,NCL023841,DURHAM,NC,4,2022,2023-02-16T12:28:11.539-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,129.0,0,,Other Management Practice,,,,129.0,Not Applicable,"[4952, 4952, 4952, 4952]"
3458,DUCKETT CREEK SANITARY DISTRICT,MOL116572,O'FALLON,MO,7,2022,2023-02-17T13:05:46.902-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,627.3,0,,Land Application,627.3,,,,Class B,['NO_SIC_MATCH']
3459,"NEW LENOX STP #1, VILLAGE OF",ILL020559,NEW LENOX,IL,5,2022,2023-02-14T10:24:37.634-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",422.358,0,,Land Application,168.935,,,,Class B,"[4952, 4952, 4952]"
3460,COHANSEY RIVER BASIN STP,NJL024651,BRIDGETON,NJ,2,2022,2023-02-14T11:17:42.810-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",537.0,0,,Other Management Practice,,,,537.0,Class B,"[4952, 4952, 4952, 4952, 4952, 4952]"
3461,CITY OF DURHAM,NCL047597,DURHAM,NC,4,2022,2023-02-16T12:33:28.043-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",2489.0,0,,"Land Application, Other Management Practice",2489.0,,,61.0,"Class B, Not Applicable","[9511, 4952, 9511, 4952, 9999, 4952, 4952, 4952, 4952, 9511]"
3462,CONTENTNEA METROPOLITAN SEWERAGE DISTRICT,NCL032077,GRIFTON,NC,4,2022,2023-02-16T10:10:57.029-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,251.199,0,,Land Application,251.199,,,,Class B,"[4952, 4952, 4952, 4952, 4952, 4952]"
3463,ORANGE WWTF,MAL101257,ORANGE,MA,1,2022,2023-02-14T11:12:28.094-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,47.36,0,,Other Management Practice,,,,47.36,Not Applicable,"[4952, 4952, 4952, 4952]"
3464,GSW&SA/CONWAY WWTP,SCL021733,CONWAY,SC,4,2022,2023-02-17T14:37:20.102-0500,"A Class I Sludge Management Facility as defined in 40 CFR 503.9; A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",353.0,0,,Other Management Practice,,,,353.0,Class A,"[4952, 8999, 4952, 4952]"
3465,SUNNYSIDE POTW,WAL020991,SUNNYSIDE,WA,10,2022,2023-02-21T14:20:09.764-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,205.0,0,,Land Application,205.0,,,,Class B,[4952]
3466,PLYMOUTH W W T P,MAL100587,PLYMOUTH,MA,1,2022,2023-02-16T08:25:54.764-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,886.46,0,,Other Management Practice,,,,886.46,Not Applicable,"[4952, 4952, 4952, 4952, 4952]"
3467,ATTICA (V),NYL021849,ATTICA,NY,2,2022,2023-02-14T12:11:52.651-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,37.5,0,,Land Application,87.11,,,,Class A EQ,['NO_SIC_MATCH']
3468,CITY OF LUMBERTON,NCL024571,LUMBERTON,NC,4,2022,2023-02-21T14:36:04.947-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,1993.02,0,,Land Application,1200.0,,,,Class B,"[4952, 4952, 4952, 4952, 4952, 4952]"
3469,BEDFORD BOROUGH MUNICIPAL AUTH,PAL022209,BEDFORD COUNTY,PA,3,2022,2023-02-14T11:49:58.159-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,92.01,0,,"Land Application, Surface Disposal",85.4,5.73,,,Class B,"[4952, 4952]"
3470,"COCOA BEACH, CITY OF",FLL021105,COCOA BEACH,FL,4,2022,2023-02-17T10:08:24.112-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,436.0,0,,Other Management Practice,,,,436.0,Not Applicable,"[4952, 4952, 4952, 4952, 4952, 4952]"
3471,HAVERSTRAW JOINT REGIONAL SB,NYL028533,WEST HAVERSTRAW,NY,2,2022,2023-02-14T11:51:36.213-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,751.5,0,,Land Application,751.5,,,,Class A EQ,"[4952, 4952, 4952, 4952]"
3472,CITY OF FLORENCE WATER/WASTEWATER DEPARTMENT,ALL023884,FLORENCE,AL,4,2022,2023-02-14T11:54:28.537-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",1028.51,0,,Land Application,1028.51,,,,Class A,"[4952, 4952, 4952, 4952]"
3473,PERU UTILITIES-GRISSOM DIVISION WWTP,INL024902,PERU,IN,5,2022,2023-02-14T11:50:43.798-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,38.2,0,,Land Application,38.2,,,,Class B,['NO_SIC_MATCH']
3474,MODESTO WQCF,CAL079103,MODESTO,CA,9,2022,2023-02-14T11:53:38.397-0500,"A Class I Sludge Management Facility as defined in 40 CFR 503.9; A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",1936.27,0,,Land Application,1936.27,,,,Class B,"[4952, 4952, 4952, 4952, 4952, 4952, 4952, 4952, 4952]"
3475,LINCOLN COUNTY,NCL088722,LINCOLNTON,NC,4,2022,2023-02-17T15:39:32.700-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",103.0,0,,Land Application,103.0,,,,Class B,['NO_SIC_MATCH']
3476,NEWMAN WWTP,CAL079472,NEWMAN,CA,9,2022,2023-02-14T11:53:12.206-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",0.0,0,,Other Management Practice,,,,,Not Applicable,['NO_SIC_MATCH']
3477,MAPLE SHADE TWP PARK AVE POTW,NJL069167,MAPLE SHADE,NJ,2,2022,2023-02-15T07:29:09.518-0500,"A Class I Sludge Management Facility as defined in 40 CFR 503.9; A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",433.16,0,,Land Application,433.16,,,,Class A,[4952]
3478,NORTH HUNTINGDON TWP MUNICIPAL,PAL027243,NORTH HUNTINGDON,PA,3,2022,2023-02-15T14:04:05.809-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,108.5,0,,Surface Disposal,,18.0,,,Class B,"[4952, 4952]"
3479,WOLF CREEK SKI CORP,COL041785,PAGOSA SPRINGS,CO,8,2022,2023-02-14T12:49:53.809-0500,A Class I Sludge Management Facility as defined in 40 CFR 503.9,0.67,0,,Land Application,0.67,,,,Class B,['NO_SIC_MATCH']
3480,"BLOOMFIELD, CITY OF",NML020770,BLOOMFIELD,NM,6,2022,2023-02-14T18:57:22.196-0500,Other,269.0,0,,Other Management Practice,,,,269.0,Not Applicable,[4952]
3481,UNION/TOSCH'S CREEK WWTP,SCL047244,UNION,SC,4,2022,2023-02-15T09:53:18.193-0500,A Class I Sludge Management Facility as defined in 40 CFR 503.9; A POTW with a design flow rate equal to or greater than one million gallons per day,385.0,0,,Land Application,385.0,,,,Class B,"[4952, 4952, 4952]"
3482,CITY OF WETUMPKA WW AND S BOARD,ALL064025,WETUMPKA,AL,4,2022,2023-02-14T14:47:52.096-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",120.76,0,,Land Application,120.76,,,,Class B,"[1623, 4952, 4952, 1623, 4952]"
3483,PERU UTILITIES WWTP,INL032328,PERU,IN,5,2022,2023-02-14T13:10:48.826-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",259.0,0,,Land Application,259.0,,,,Class B,['NO_SIC_MATCH']
3484,SEDRO WOOLLEY WWTP,WAL023752,SEDRO WOOLLEY,WA,10,2022,2023-02-14T19:23:49.962-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,165.67,0,,Land Application,165.67,,,,Class B,[4952]
3485,CHAMBERS CREEK STP,WAL039624,UNIVERSITY PLACE,WA,10,2022,2023-02-14T14:13:04.747-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",2433.0,0,,Land Application,2433.0,,,,"Class A EQ, Class B","[1794, 8734, 4952]"
3486,GSW&SA/MULLINS WWTP,SCL029408,MULLINS,SC,4,2022,2023-02-17T14:38:06.645-0500,A Class I Sludge Management Facility as defined in 40 CFR 503.9; A POTW with a design flow rate equal to or greater than one million gallons per day,80.6,0,,Land Application,80.6,,,,Class B,"[4952, 4952, 4952]"
3487,PETERBOROUGH TOWN OF,NHL100650,PETERBOROUGH,NH,1,2022,2023-02-14T13:29:14.686-0500,Other,125.72,0,,Other Management Practice,,,,125.72,Not Applicable,"[4952, 4952, 4952]"
3488,SOUTH HADLEY WWTP,MAL100455,CHICOPEE,MA,1,2022,2023-02-14T13:45:38.079-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",448.0,0,,Other Management Practice,,,,448.0,Not Applicable,"[9511, 4952, 4952, 9511, 4952, 4952, 4952]"
3489,"CARLSBAD, CITY OF",NML026395,CARLSBAD,NM,6,2022,2023-02-14T13:46:29.522-0500,"A POTW that serves 10,000 people or more",972.35,0,,Other Management Practice,,,,972.35,Class A,"[4952, 4952, 4952]"
3490,FARMINGTON WPCF,CTL100218,FARMINGTON,CT,1,2022,2023-02-15T07:09:43.956-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",622.0,0,,Other Management Practice,,,,622.0,Not Applicable,['NO_SIC_MATCH']
3491,WEST NEW YORK MUA STP,NJL025321,WEST NEW YORK,NJ,2,2022,2023-02-14T17:00:46.411-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",1375.0,0,,Other Management Practice,,,,1375.0,Not Applicable,['NO_SIC_MATCH']
3492,"TROUTDALE, CITY OF",ORL020524,TROUTDALE,OR,10,2022,2023-02-14T14:15:03.689-0500,A Class I Sludge Management Facility as defined in 40 CFR 503.9,200.0,0,,Land Application,173.0,,,,Class B,"[4952, 4952, 4952, 4952]"
3493,GRANDVIEW POTW,WAL052205,GRANDVIEW,WA,10,2022,2023-02-14T17:45:11.765-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",763.84,0,,Land Application,479.4,,,,Class B,"[4952, 4952, 4952, 4952, 9999, 4952]"
3494,SPOKANE RIVERSIDE PARK AWTF AND CSOS,WAL024473,SPOKANE,WA,10,2022,2023-02-27T11:00:43.266-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A Class I Sludge Management Facility as defined in 40 CFR 503.9; A POTW that serves 10,000 people or more",6594.0,1,Land Application,Land Application,6113.5,,,,"Class B, Class A",[4952]
3495,"EDGEWATER, CITY OF",FLL021431,EDGEWATER,FL,4,2022,2023-02-15T11:00:35.118-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,327.55,0,,"Land Application, Other Management Practice",318.98,,,9.45,"Class B, Not Applicable","[4952, 4952, 4952, 4952]"
3496,NORTH HUDSON-ADAMS STREET FACILITY - HOBOKEN STP-TRI CITY,NJL026085,HOBOKEN,NJ,2,2022,2023-02-14T17:01:46.432-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",2171.0,0,,Other Management Practice,,,,2171.0,Not Applicable,"[4952, 4952, 4952, 4952, 4952, 4952]"
3497,"PITTSBURG, CITY OF",KSL038954,PITTSBURG,KS,7,2022,2023-02-14T15:20:18.337-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,253.91,0,,Land Application,253.91,,,,Class B,['NO_SIC_MATCH']
3498,TOWN OF SPRING LAKE,NCL030970,SPRING LAKE,NC,4,2022,2023-02-21T10:30:19.909-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",46.7,0,,Land Application,46.7,,,,Class B,"[4952, 4952, 4952, 4952, 4952]"
3499,CITY OF FAIRFIELD,IAL035076,FAIRFIELD,IA,7,2022,2023-02-14T14:48:36.050-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,164.9,0,,Land Application,164.9,,,,Class B,['NO_SIC_MATCH']
3500,BOAZ WATER & SEWER BOARD,ALL049603,BOAZ,AL,4,2022,2023-02-14T14:59:39.683-0500,"A Class I Sludge Management Facility as defined in 40 CFR 503.9; A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",287.0,0,,Land Application,287.0,,,,Class B,"[4952, 4952, 4952, 4952]"
3501,HAMILTON TWP WPCF,NJL026301,HAMILTON,NJ,2,2022,2023-02-14T15:05:37.269-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,1197.6,0,,Surface Disposal,,1197.6,,,Class B,"[4952, 9511, 9511, 4952, 4952, 9131, 4952, 4952, 9511]"
3502,THOMASTON WPCF,CTL100781,THOMASTON,CT,1,2022,2023-02-14T15:02:47.902-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,140.0,0,,Incineration,,,140.0,,,"[4952, 4952, 4952, 4952]"
3503,DOWNERS GROVE SD WTC,ILL028380,DOWNERS GROVE,IL,5,2022,2023-02-15T14:11:15.453-0500,"A Class I Sludge Management Facility as defined in 40 CFR 503.9; A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",1071.0,0,,Land Application,1071.0,,,,"Class A EQ, Class B","[4952, 4952, 4952, 4952, 4952, 4952]"
3504,TOWN OF MAGGIE VALLEY,NCL056561,MAGGIE VALLEY,NC,4,2022,2023-02-16T12:46:40.707-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,150.0,0,,Land Application,150.0,,,,Class A,"[4952, 4952, 4952, 4952]"
3505,CITY OF OGDEN,IAL858001,OGDEN,IA,7,2022,2023-02-14T15:10:11.059-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,42.0,0,,Other Management Practice,,,,42.0,Class B,['NO_SIC_MATCH']
3506,CORAL SPRINGS IMP DIST WWTF,FLL041301,CORAL SPRINGS,FL,4,2022,2023-02-14T15:19:21.419-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",267.69,0,,Land Application,267.69,,,,Class B,['NO_SIC_MATCH']
3507,SMYRNA STP,TNL020541,SMYRNA,TN,4,2022,2023-02-17T10:03:47.976-0500,"A Class I Sludge Management Facility as defined in 40 CFR 503.9; A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",1129.8,0,,Other Management Practice,,,,1129.8,"Not Applicable, Class B","[4952, 4952, 4952, 4952]"
3508,PICKENS CO/EIGHTEEN MILE CRK,SCL042994,LIBERTY,SC,4,2022,2023-02-14T15:33:22.553-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,100.0,0,,Land Application,110.02,,,,Class B,"[4952, 4952, 4952]"
3509,WALDEN (V),NYL030490,WALDEN,NY,2,2022,2023-03-09T10:29:00.708-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,54.3,0,,Incineration,,,2746.0,,,['NO_SIC_MATCH']
3510,PICKENS CO/MIDDLE REG. WWTF,SCL047856,CENTRAL,SC,4,2022,2023-02-14T16:16:59.937-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,65.0,0,,Land Application,64.85,,,,Class B,"[4952, 4952, 4952]"
3511,WESTCHESTER CO DEPT ENV FAC,NYL026689,NEW ROCHELLE,NY,2,2022,2023-02-17T16:21:48.903-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",7901.14,0,,Other Management Practice,,,,7901.14,Not Applicable,['NO_SIC_MATCH']
3512,"RAPID CITY, CITY OF ",SDL023574,RAPID CITY,SD,8,2022,2023-02-15T12:03:13.510-0500,"A Class I Sludge Management Facility as defined in 40 CFR 503.9; A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",956.98,0,,Other Management Practice,,,,956.98,Not Applicable,"[4952, 4952, 4952, 4952, 4952, 4952]"
3513,CITY OF INDEPENDENCE,IAL036510,INDEPENDENCE,IA,7,2022,2023-02-17T15:12:07.491-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,104.8,0,,Land Application,104.8,,,,Class A,['NO_SIC_MATCH']
3514,PROSSER POTW,WAL020800,PROSSER,WA,10,2022,2023-02-28T09:17:15.410-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,163.3,0,,Land Application,163.3,,,,Class B,"[4952, 4952]"
3515,"WOODBURN, CITY OF",ORL020001,WOODBURN,OR,10,2022,2023-02-14T16:36:54.869-0500,"A POTW with a design flow rate equal to or greater than one million gallons per day; A POTW that serves 10,000 people or more",105.86,0,,Land Application,105.86,,,,Class B,"[4952, 4952, 4952, 4952, 4952, 4952]"
3516,EL PORTAL WWTF,CAL081759,EL PORTAL,CA,9,2022,2023-02-14T18:01:56.846-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,59.89,0,,Other Management Practice,,,,59.89,Class A,['NO_SIC_MATCH']
3517,TOWN OF SILER CITY,NCL026441,SILER CITY,NC,4,2022,2023-02-21T10:06:25.579-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,966.0,0,,"Land Application, Other Management Practice",515.0,,,452.0,Class B,"[4952, 4952, 4952, 4952]"
3518,SEQUIM WATER RECLAMATION FACILITY,WAL022349,SEQUIM,WA,10,2022,2023-02-23T12:55:13.085-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,325.044,0,,Land Application,325.044,,,,Class A EQ,[4952]
3519,STURBRIDGE W P C F,MAL100421,STURBRIDGE,MA,1,2022,2023-02-15T08:29:28.570-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,277.4,0,,Other Management Practice,,,,277.4,Not Applicable,['NO_SIC_MATCH']
3520,CITY OF ROME,GAL024112,ROME,GA,4,2022,2023-02-17T09:30:00.686-0500,A Class I Sludge Management Facility as defined in 40 CFR 503.9,2550.0,0,,"Other Management Practice, Land Application",1596.0,,,954.0,Class B,"[4952, 4952, 4952, 4952, 4952]"
3521,MIDDLETOWN WASTEWATER TREATMEN,PAL020664,DAUPHIN COUNTY,PA,3,2022,2023-02-14T17:56:44.229-0500,A POTW with a design flow rate equal to or greater than one million gallons per day,140.32,0,,Land Application,137.44,,,,Class A EQ,"[4952, 4952]"
3522,MILLBRAE WPCP,CAL037532,MILLBRAE,CA,9,2022,2023-02-15T16:00:47.071-0500,"A POTW that serves 10,000 people or more",325.66,0,,Land Application,325.66,,,,Class B,['NO_SIC_MATCH']
