,Unnamed: 0,FACILITY_CODE,SOURCE,FACILITY,CITY,LATITUDE,LONGITUDE,FLOW_2012_MGD,2012_TOT_ANNUAL_MM3,CWNS_NUM,NPDES_ID,sic_code_type
10851,13325,SD00335,ICIS2022,"AVON, CITY OF","AVON, CITY OF",43.011306,-98.06757,1.21,1.672971413,46000258001,SD0022730,sewer_system
10852,13326,SD00360,ICIS2022,"BRANDON, CITY OF","BRANDON, CITY OF",43.600219,-96.597745,0.7,0.967834702,46000018001,SD0022535,sewer_system
10853,13327,SD00370,ICIS2022,"BRIDGEWATER, CITY OF",BRIDGEWATER,43.539056,-97.513667,0.1,0.1382621,46000436001,SD0021512,sewer_system
10854,13328,SD00375,ICIS2022,"BRYANT, CITY OF","BRYANT, CITY OF",44.583369,-97.45355,0.1,0.1382621,46000415001,SD0021555,sewer_system
10855,13329,SD00380,ICIS2022,"BUFFALO, TOWN OF","BUFFALO, TOWN OF",45.576333,-103.537306,0.1,0.1382621,46000437001,SD0023400,sewer_system
10856,13330,SD00390,ICIS2022,"CANISTOTA, CITY OF","CANISTOTA, CITY OF",43.593015,-97.320467,0.24,0.331829041,46000015001,SD0022497,sewer_system
10857,13331,SD00400,ICIS2022,"CHAMBERLAIN, CITY OF","CHAMBERLAIN, CITY OF",43.796911,-99.344237,0.1,0.1382621,46000010001,SD0023698,sewer_system
10858,13332,SD00405,ICIS2022,CHANCELLOR - TOWN OF,"CHANCELLOR, TOWN OF",43.370361,-96.996722,0.1,0.1382621,46000441001,SD0023639,sewer_system
10859,13333,SD00415,ICIS2022,CHESTER SANITARY DISTRICT,CHESTER,43.899833,-96.910972,0.1,0.1382621,46000442001,SD0020338,sewer_system
10860,13334,SD00425,ICIS2022,"CLEAR LAKE, CITY OF","CLEAR LAKE, CITY OF",44.751491,-96.669296,0.1,0.1382621,46000027001,SD0020699,sewer_system
10861,13335,SD00430,ICIS2022,COLOME  CITY OF,"COLOME, CITY OF",43.254722,-99.706205,0.1,0.1382621,46000444001,SD0023230,sewer_system
10862,13336,SD00435,ICIS2022,COLTON - CITY OF,"COLTON, CITY OF",43.785991,-96.941637,0.1,0.1382621,46000085001,SD0022322,sewer_system
10863,13337,SD00440,ICIS2022,"COLUMBIA, CITY OF","COLUMBIA, CITY OF",45.614278,-98.315472,0.1,0.1382621,46000272001,SD0022926,sewer_system
10864,13338,SD00445,ICIS2022,"CONDE, TOWN OF","CONDE, CITY OF",45.161376,-98.100121,0.1,0.1382621,46000445001,SD0021547,sewer_system
10865,13339,SD00455,ICIS2022,"CORSICA, CITY OF","CORSICA, CITY OF",43.412021,-98.400133,0.1,0.1382621,46000399001,SD0021962,sewer_system
10866,13340,SD00465,ICIS2022,"DOLAND, CITY OF",DOLAND,44.905269,-98.097484,0.1,0.1382621,46000448001,SD0020605,sewer_system
10867,13341,SD00475,ICIS2022,"EDGEMONT, CITY OF","EDGEMONT, CITY OF",43.302222,-103.807889,0.1,0.1382621,46000031001,SD0023701,drinking_water
10868,13342,SD00480,ICIS2022,"ELK POINT, CITY OF","ELK POINT, CITY OF",42.677156,-96.70316,0.1,0.1382621,46000033001,SD0022080,sewer_system
10869,13343,SD00485,ICIS2022,"ELKTON, CITY OF",ELKTON,44.22464,-96.503755,0.1,0.1382621,46000270001,SD0020788,sewer_system
10870,13344,SD00490,ICIS2022,"EMERY, CITY OF","EMERY, CITY OF",43.613921,-97.614849,0.1,0.1382621,46000451001,SD0021741,sewer_system
10871,13345,SD00500,ICIS2022,"ESTELLINE, CITY OF","ESTELLINE, CITY OF",44.574861,-96.913389,0.1,0.1382621,46000417001,SD0022144,sewer_system
10872,13346,SD00520,ICIS2022,"FLANDREAU, CITY OF","FLANDREAU, CITY OF",44.032721,-96.614963,0.1,0.1382621,46000034001,SD0021831,sewer_system
10873,13347,SD00525,ICIS2022,FORT THOMPSON LAGOON SYSTEM,FORT THOMPSON,44.068139,-99.450528,0.1,0.1382621,46000542001,SDG589203,sewer_system
10874,13348,PR00475,ICIS2022,"VILLAS DEL GIGANTE, CAROLINA",CAROLINA,18,-56.166667,0.1,0.1382621,0,PR0026042,sewer_system
10875,13349,SD00535,ICIS2022,"FRANKFORT, CITY OF","FRANKFORT, CITY OF",44.865233,-98.314584,0.1,0.1382621,46000453001,SD0020869,sewer_system
10876,13350,SD00540,ICIS2022,"FREDERICK, TOWN OF",FREDERICK,45.828714,-98.508497,0.1,0.1382621,46000271001,SD0022152,sewer_system
10877,13351,SD00545,ICIS2022,"FREEMAN, CITY OF","FREEMAN, CITY OF",43.365314,-97.489826,2.64,3.650119447,46000036001,SD0022110,sewer_system
10878,13352,SD00550,ICIS2022,GARRETSON - CITY OF,"GARRETSON, CITY OF",43.707893,-96.51771,0.1,0.1382621,46000017001,SD0022560,sewer_system
10879,13353,SD00565,ICIS2022,"GREGORY, CITY OF","GREGORY, CITY OF",43.205333,-99.421889,0.1,0.1382621,46000039001,SD0022179,sewer_system
10880,13354,SD00570,ICIS2022,"GROTON, CITY OF","GROTON, CITY OF",45.431426,-98.085223,1.55,2.143062554,46000040001,SD0022187,sewer_system
10881,13355,SC01640,ICIS2022,HILTON HEAD PSD REVERSE OSMOSIS WTP,BEAUFORT,32.210774,-80.702133,2,2.765242005,0,SC0048526,sewer_system
10882,13356,SD00580,ICIS2022,"HARTFORD, CITY OF","HARTFORD, CITY OF",43.611005,-96.935377,0.1,0.1382621,46000086001,SD0021750,sewer_system
10883,13357,SD00585,ICIS2022,"HERREID, CITY OF","HERREID, CITY OF",45.826639,-100.081556,0.1,0.1382621,46000113001,SD0022900,sewer_system
10884,13358,SD00590,ICIS2022,HILL CITY - CITY OF,HILL CITY,43.933688,-103.557303,0.1,0.1382621,46000012001,SD0020885,sewer_system
10885,13359,SD00600,ICIS2022,"HOT SPRINGS, CITY OF",HOT SPRINGS,43.420047,-103.461835,0.1,0.1382621,46000004001,SD0022918,sewer_system
10886,13360,SD00605,ICIS2022,"HOWARD, CITY OF","HOWARD, CITY OF",43.998722,-97.521194,0.1,0.1382621,46000043001,SD0020613,sewer_system
10887,13361,SD00610,ICIS2022,"HURON, CITY OF","HURON, CITY OF",44.36025,-98.155111,8.99,12.42976281,46000007001,SD0023434,sewer_system
10888,13362,SD00620,ICIS2022,"INTERIOR, TOWN OF","INTERIOR, TOWN OF",43.719486,-101.986877,0.1,0.1382621,46000461001,SD0021857,sewer_system
10889,13363,SD00625,ICIS2022,"IPSWICH, CITY OF","IPSWICH, CITY OF",45.441722,-99.005612,0.1,0.1382621,46000045001,SD0022519,sewer_system
10890,13364,SD00630,ICIS2022,"IRENE, CITY OF","IRENE, CITY OF",43.074067,-97.162445,1.01,1.396447213,46000053001,SD0022454,sewer_system
10891,13365,SD00650,ICIS2022,"KENNEBEC, TOWN OF","KENNEBEC, TOWN OF",43.900693,-99.848967,0.1,0.1382621,46000465001,SD0022861,sewer_system
10892,13366,SD00655,ICIS2022,"KEYSTONE, TOWN OF",KEYSTONE,43.891321,-103.391309,0.1,0.1382621,46000466001,SD0024007,sewer_system
10893,13367,SD00660,ICIS2022,KIMBALL - CITY OF,"KIMBALL, CITY OF",43.743333,-98.931306,0.1,0.1382621,46000019001,SD0022772,sewer_system
10894,13368,SD00665,ICIS2022,KYLE COMMUNITY LAGOON,KYLE,43.39025,-102.169722,0.14,0.19356694,46000536001,SDG589503,sewer_system
10895,13369,SD00675,ICIS2022,LAKE COCHRANE SANITARY DIST,GARY,44.702917,-96.461722,0.1,0.1382621,46000880101,SD0026514,sewer_system
10896,13370,SD00680,ICIS2022,LAKE PRESTON - CITY OF,"LAKE PRESTON, CITY OF",44.370833,-97.357167,0.1,0.1382621,46000467001,SD0023655,sewer_system
10897,13371,SD00685,ICIS2022,LEAD - DEADWOOD SANITARY DISTRICT,DEADWOOD,44.38668,-103.711044,0.1,0.1382621,46000032001,SD0020796,sewer_system
10898,13372,SD00530,ICIS2022,FORT THOMPSON-EAST,FORT THOMPSON,44.070278,-99.402222,0.14,0.19356694,0,SDG589205,sewer_system
10899,13373,SD00695,ICIS2022,"LENNOX, CITY OF","LENNOX, CITY OF",43.343472,-96.907666,0.1,0.1382621,46000047001,SD0021768,sewer_system
10900,13374,SD00705,ICIS2022,LOWER BRULE LAGOON SYSTEM,LOWER BRULE,44.069222,-99.566778,0.1,0.1382621,46000547001,SD0020800,sewer_system
10901,13375,SD00710,ICIS2022,"MADISON, CITY OF","MADISON, CITY OF",43.990868,-97.092011,0.7,0.967834702,46000087001,SD0020010,sewer_system
10902,13376,SD00720,ICIS2022,"MARION, CITY OF","MARION, CITY OF",43.440059,-97.235117,0.1,0.1382621,46000476001,SD0020311,sewer_system
10903,13377,SD00735,ICIS2022,MCLAUHGLIN WASTEWATER TREATMENT FACILITY,MCLAUGHLIN,45.817778,-100.824444,0.104,0.143792584,46000020001,NDG589301,sewer_system
10904,13378,SD00740,ICIS2022,"MENNO, CITY OF","MENNO, CITY OF",43.228333,-97.589972,0.1,0.1382621,46000478001,SD0020087,sewer_system
10905,13379,SD00745,ICIS2022,"MILBANK, CITY OF",MILBANK,45.227056,-96.624,0.1,0.1382621,46000050001,SD0020371,drinking_water
10906,13380,SD00750,ICIS2022,"MILLER, CITY OF","MILLER, CITY OF",44.545083,-98.97975,0.1,0.1382621,46000079001,SD0022659,sewer_system
10907,13381,SD00755,ICIS2022,MINA LAKE SANITARY DISTRICT,MINA,45.441708,-98.722657,0.1,0.1382621,46000552001,SD0026344,sewer_system
10908,13382,SD00760,ICIS2022,MISSION - ANTELOPE SANITATION FACILITY,MISSION,43.310528,-100.625417,0.537,0.742467478,46000525001,SDG589601,sewer_system
10909,13383,SD00765,ICIS2022,"MISSION HILL, TOWN OF","MISSION HILL, TOWN OF",42.915583,-97.295722,0.1,0.1382621,46000526001,SD0026611,sewer_system
10910,13384,SD00770,ICIS2022,"MITCHELL, CITY OF",MITCHELL,43.697667,-97.992417,0.1,0.1382621,46000089001,SD0023361,sewer_system
10911,13385,SD00780,ICIS2022,"MOBRIDGE, CITY OF","MOBRIDGE, CITY OF",45.525222,-100.413611,0.1,0.1382621,46000002001,SD0020028,sewer_system
10912,13386,SD00785,ICIS2022,"MONROE, TOWN OF","MONROE, TOWN OF",43.485325,-97.211296,0.1,0.1382621,46000479001,SD0023752,sewer_system
10913,13387,SD00790,ICIS2022,"MONTROSE, CITY OF","MONTROSE, CITY OF",43.689222,-97.182056,0.1,0.1382621,46000481001,SD0022012,sewer_system
10914,13388,SD00795,ICIS2022,"MOUNT VERNON, CITY OF","MOUNT VERNON, CITY OF",43.72145,-98.254926,0.1,0.1382621,46000055001,SD0020486,sewer_system
10915,13389,SD00800,ICIS2022,"NEW EFFINGTON, TOWN OF","NEW EFFINGTON, TOWN OF",45.865611,-96.919064,0.1,0.1382621,46000482001,SD0020931,sewer_system
10916,13390,SD00805,ICIS2022,NEWELL - CITY OF,NEWELL,44.724296,-103.417254,0.1,0.1382621,46000023001,SD0020494,sewer_system
10917,13391,SD00810,ICIS2022,"NISLAND, TOWN OF","NISLAND, TOWN OF",44.671556,-103.547028,0.1,0.1382621,46000356001,SD0020109,sewer_system
10918,13392,SD00575,ICIS2022,"HARRISBURG, CITY OF","HARRISBURG, CITY OF",43.414755,-96.681416,0.45,0.622179451,0,SD0023728,sewer_system
10919,13393,SD00820,ICIS2022,NORTHVILLE - TOWN OF,"NORTHVILLE, TOWN OF",45.163521,-98.574185,0.1,0.1382621,46000523001,SD0028053,sewer_system
10920,13394,SD00825,ICIS2022,"OACOMA, TOWN OF","OACOMA, TOWN OF",43.799861,-99.376428,0.1,0.1382621,46000484001,SD0020737,sewer_system
10921,13395,SD00845,ICIS2022,OLD AGENCY VILLAGE WWTF,AGENCY VILLAGE,45.566389,-97.055833,0.2,0.276524201,46000532001,SDG589803,sewer_system
10922,13396,SD00850,ICIS2022,"PARKER, CITY OF","PARKER, CITY OF",43.408101,-97.124745,0.1,0.1382621,46000005001,SD0020940,sewer_system
10923,13397,SD00855,ICIS2022,"PARKSTON, CITY OF","PARKSTON, CITY OF",43.403366,-97.953816,0.1,0.1382621,46000088001,SD0022021,sewer_system
10924,13398,SD00865,ICIS2022,PEEVER - TOWN OF,"PEEVER, TOWN OF",45.545242,-96.949097,0.1,0.1382621,46000056001,SD0022756,sewer_system
10925,13399,SD00875,ICIS2022,"PIERRE, CITY OF","PIERRE, CITY OF",44.350661,-100.323538,0.1,0.1382621,46000108001,SD0020176,sewer_system
10926,13400,SD00885,ICIS2022,"PLANKINTON, CITY OF",PLANKINTON,43.719344,-98.467619,0.1,0.1382621,46000260001,SD0020958,sewer_system
10927,13401,SD00890,ICIS2022,"PLATTE, CITY OF","PLATTE, CITY OF",43.385582,-98.872068,0.1,0.1382621,46000092001,SD0020354,sewer_system
10928,13402,SD00900,ICIS2022,"PRESHO, CITY OF","PRESHO, CITY OF",43.905397,-100.044289,0.1,0.1382621,46000488001,SD0020117,sewer_system
10929,13403,SD00905,ICIS2022,RAPID CITY WATER RECLAMATION FACILITY,RAPID CITY,44.022444,-103.097916,0.1,0.1382621,46000105001,SD0023574,sewer_system
10930,13404,SD00935,ICIS2022,"ROSCOE, CITY OF","ROSCOE, CITY OF",45.437681,-99.319344,0.1,0.1382621,46000410001,SD0020036,sewer_system
10931,13405,SD00945,ICIS2022,ROSEBUD COMMUNITY,ROSEBUD,43.248528,-100.850722,0.222,0.306941863,46000540001,SDG589608,sewer_system
10932,13406,SD00950,ICIS2022,ROSHOLT - TOWN OF,ROSHOLT,45.875193,-96.725848,0.1,0.1382621,46000490001,SD0020524,sewer_system
10933,13407,SD00955,ICIS2022,"ROSLYN, TOWN OF","ROSLYN, TOWN OF",45.498861,-97.500833,0.1,0.1382621,46000404001,SD0022802,sewer_system
10934,13408,SD00960,ICIS2022,"SALEM, CITY OF","SALEM, CITY OF",43.72394,-97.4062,0.1,0.1382621,46000094001,SD0020966,sewer_system
10935,13409,SD00965,ICIS2022,"SCOTLAND, CITY OF","SCOTLAND, CITY OF",43.14925,-97.706904,0.1,0.1382621,46000009001,SD0022853,sewer_system
10936,13410,SD00975,ICIS2022,SD GF&P GAME LODGE (CUSTER STATE PARK),CUSTER STATE PARK HEADQUARTERS,43.748394,-103.364831,0.1,0.1382621,46000580004,SD0024244,sewer_system
10937,13411,SD00980,ICIS2022,SD GFP-BLUE BELL COMPLEX,CUSTER,43.714816,-103.492308,0.1,0.1382621,46000580002,SD0024228,sewer_system
10938,13412,SD00690,ICIS2022,"LEAD, CITY OF - CSO",LEAD,44.355747,-103.753843,0.1,0.1382621,0,SD0027481,sewer_system
10939,13413,SD00990,ICIS2022,"SELBY, CITY OF",SELBY,45.501611,-100.040472,0.1,0.1382621,46000493001,SD0021717,sewer_system
10940,13414,SD01005,ICIS2022,"SISSETON, CITY OF","SISSETON, CITY OF",45.725472,-97.00675,0.1,0.1382621,46000095001,SD0020826,sewer_system
10941,13415,SD00815,ICIS2022,"NORTH SIOUX CITY, CITY OF",NORTH SIOUX CITY,42.541333,-96.528528,0.1,0.1382621,0,SD0020567,drinking_water
10942,13416,SD00985,ICIS2022,SDDOT-GLACIAL LAKES REST AREA,ABERDEEN,45.907792,-96.859056,0.14,0.19356694,0,SD0025313,sewer_system
10943,13417,SD01025,ICIS2022,"SPEARFISH, CITY OF","SPEARFISH, CITY OF",44.550351,-103.866191,0.1,0.1382621,46000098001,SD0020044,drinking_water
10944,13418,SD01035,ICIS2022,"SPRINGFIELD, CITY OF","SPRINGFIELD, CITY OF",42.863461,-97.87956,0.1,0.1382621,46000096001,SD0022047,sewer_system
10945,13419,SD01040,ICIS2022,"ST. LAWRENCE, TOWN OF",ST. LAWRENCE,44.522803,-98.936091,0.1,0.1382621,46000058001,SD0020982,sewer_system
10946,13420,SD01045,ICIS2022,"STURGIS, CITY OF","STURGIS, CITY OF",44.424139,-103.45275,0.1,0.1382621,46000102001,SD0020052,sewer_system
10947,13421,SD01050,ICIS2022,"SUMMIT, TOWN OF",SUMMIT,45.298056,-97.0495,0.1,0.1382621,46000495001,SD0022811,sewer_system
10948,13422,SD01065,ICIS2022,TABOR - TOWN OF,"TABOR, TOWN OF",42.954429,-97.653206,0.1,0.1382621,46000263001,SD0022209,sewer_system
10949,13423,SD01075,ICIS2022,"TORONTO, TOWN OF","TORONTO, TOWN OF",44.569044,-96.630029,0.345,0.477004246,46000530001,SD0021571,sewer_system
10950,13424,SD01080,ICIS2022,"TRIPP,  CITY OF","TRIPP, CITY OF",43.234122,-97.945489,0.1,0.1382621,46000498001,SD0022403,sewer_system
10951,13425,SD01090,ICIS2022,"VALLEY SPRINGS, CITY OF","VALLEY SPRINGS, CITY OF",43.58285,-96.47888,0.1,0.1382621,46000025001,SD0020923,sewer_system
10952,13426,SD01095,ICIS2022,VEBLEN - CITY OF,"VEBLEN, CITY OF",45.86844,-97.27715,0.1,0.1382621,46000500001,SD0020001,sewer_system
10953,13427,SD01105,ICIS2022,"VERMILLION, CITY OF",VERMILLION,42.762472,-96.918361,0.1,0.1382621,46000107001,SD0020061,sewer_system
10954,13428,SD01110,ICIS2022,VIBORG - CITY OF,"VIBORG, CITY OF",43.175982,-97.071805,0.1,0.1382621,46000114001,SD0020541,sewer_system
10955,13429,SD01115,ICIS2022,VOLGA - CITY OF,VOLGA,44.323611,-96.897806,0.1,0.1382621,46000266001,SD0021920,sewer_system
10956,13430,SD01125,ICIS2022,"WAGNER, CITY OF",WAGNER,43.091167,-98.273889,0.387,0.535074328,46000100001,SD0020184,sewer_system
10957,13431,SD01130,ICIS2022,"WAKONDA , TOWN OF","WAKONDA, TOWN OF",43.001983,-97.103387,0.1,0.1382621,46000290001,SD0020257,sewer_system
10958,13432,SD01140,ICIS2022,WALL - CITY OF,WALL,43.996514,-102.227981,0.17,0.23504557,46000501001,SD0020346,sewer_system
10959,13433,SD01145,ICIS2022,WANBLEE (OSHA) LAGOON,PINE RIDGE,43.572028,-101.645972,0.16,0.22121936,46000539001,SDG589514,sewer_system
10960,13434,SD01150,ICIS2022,"WARNER, TOWN OF",WARNER,45.320361,-98.500917,0.1,0.1382621,46000268001,SD0020389,sewer_system
10961,13435,SD01010,ICIS2022,"SLIC-E HOLDINGS, LLC ",CUSTER,43.701611,-103.601444,0.1,0.1382621,0,SD0020443,sewer_system
10962,13436,SD01160,ICIS2022,"WESSINGTON SPRINGS, CITY OF","WESSINGTON SPRINGS, CITY OF",44.095463,-98.559754,0.1,0.1382621,46000101001,SD0020460,sewer_system
10963,13437,SD01185,ICIS2022,WHITE RIVER - CITY OF,"WHITE RIVER, CITY OF",43.5735,-100.755694,0.1,0.1382621,46000024001,SD0022063,sewer_system
10964,13438,SD01190,ICIS2022,"WHITE, CITY OF","WHITE, CITY OF",44.428111,-96.663667,0.1,0.1382621,46000269001,SD0021636,drinking_water
10965,13439,SD01200,ICIS2022,WHITEWOOD - CITY OF,"WHITEWOOD, CITY OF",44.468028,-103.625528,0.1,0.1382621,46000503001,SD0021466,drinking_water
10966,13440,SD01205,ICIS2022,"WILMOT, CITY OF","WILMOT, CITY OF",45.410417,-96.845361,0.55,0.760441551,46000504001,SD0021024,sewer_system
10967,13441,SD01020,ICIS2022,SOUTH DAKOTA ELLSWORTH DEVELOPMENT AUTHORITY,BOX ELDER,44.10464,-102.99018,0,0,0,SD0028611,sewer_system
11207,13694,SD01155,ICIS2022,"WATERTOWN, CITY OF",WATERTOWN,44.885028,-97.09925,0.1,0.1382621,0,SD0023370,drinking_water
11208,13695,SD01225,ICIS2022,WOUNDED KNEE COMMUNITY LAGOON,PINE RIDGE,43.151361,-102.370667,0.135,0.186653835,0,SDG589513,sewer_system
11209,13696,TN02765,ICIS2022,JONESBOROUGH STP,JONESBOROUGH,36.198651,-82.493028,1,1.382621002,47000740001,TN0081175,sewer_system
11210,13697,TN02615,ICIS2022,CITY OF PIPERTON WASTE WATER TREATMENT PLANT,PIPERTON,35.049985,-89.592666,3,4.147863008,0,TN0080764,sewer_system
11211,13698,TN02635,ICIS2022,CLIFTON STP #2,CLIFTON,35.376784,-87.99661,0.19,0.26269799,0,TN0067423,sewer_system
11212,13699,TN02795,ICIS2022,LAKELAND STP,LAKELAND,35.27329,-89.74072,0.6,0.829572602,0,TN0078255,sewer_system
11213,13700,TN02810,ICIS2022,"LOWLAND INDUSTRIAL COMPLEX, INC. (FKA LIBERTY FIBERS CORPORATION) & WASTE INDUST",MORRISTOWN,36.150264,-83.209742,0.5,0.691310501,0,TN0068187,sewer_system
11214,13701,TN02825,ICIS2022,MEMPHIS REGIONAL MEGASITE,STANTON,35.4256,-89.416,0,0,0,TN0081906,sewer_system
11215,13702,TN02840,ICIS2022,MORGAN COUNTY ECONOMIC DEVELOPMENT BOARD WWTP,PETROS,36.100581,-84.445878,0.5,0.691310501,0,TN0059765,sewer_system
11216,13703,TN02970,ICIS2022,TANASI SHORES WWTP,HENDERSONVILLE,36.30611,-86.53083,0.25,0.345655251,0,TN0060232,sewer_system
11217,13704,TN02990,ICIS2022,TDOC - BLEDSOE COUNTY CORRECTIONAL COMPLEX (BCCX),PIKEVILLE,35.7375,-85.25,0.289,0.39957747,0,TN0056626,sewer_system
11218,13705,TN02995,ICIS2022,TDOC - WEST TENNESSEE STATE PENITENTIARY,HENNING,35.6561,-89.7483,0.402,0.555813643,0,TN0057487,sewer_system
11219,13706,TN03015,ICIS2022,TN DOC-TURNEY CENTER,ONLY,35.8275,-87.69,0.215,0.297263516,0,TN0058190,sewer_system
11331,13857,TN03025,ICIS2022,TOWN OF OAKDALE WWTP,OAKDALE,35.986146,-84.5549,0.35,0.483917351,0,TN0058530,sewer_system
11332,13858,TN03070,ICIS2022,WEST KNOX UD (WKUD) - MELTON HILL POTW,KNOXVILLE,35.8925,-84.2439,0,0,0,TN0080721,sewer_system
11420,13973,TX02657,ICIS2022,MORGANS POINT WWTP,MORGANS POINT,29.673333,-95.006944,0.2,0.276524201,48007047001,TX0027260,sewer_system
11631,14194,TX04857,ICIS2022,MONTGOMERY COUNTY WCID 1 WWTP,WOODLAND LAKE,30.112777,-95.488333,0.95,1.313489952,,TX0025399,sewer_system
11707,14293,TX05840,ICIS2022, CITY OF KOUNTZE WWTP,KOUNTZE,30.376944,-94.298888,0.4,0.553048401,48006036003,TX0095478,sewer_system
11708,14294,TX05845,ICIS2022, IOWA PARK WWTF,IOWA PARK,33.941666,98.678333,1,1.382621002,48004360001,TX0052922,sewer_system
11709,14295,TX05855,ICIS2022,A & M HEEP WWTP,HAYS COUNTY,30.061666,-97.797222,0.99,1.368794792,0,TX0125288,sewer_system
11710,14296,TX05860,ICIS2022,ACTON MUD WWTF,GRANBURY,32.436666,-97.6975,0.93,1.285837532,0,TX0105163,sewer_system
11711,14297,TX05865,ICIS2022,ACTON MUD WWTP 2 PECAN PLANTATION,HOOD COUNTY,32.358055,-97.686666,0.487,0.673336428,48003116001,TX0105155,sewer_system
11712,14298,TX05870,ICIS2022,ADDICKS UD WWTP,HOUSTON,29.849444,95.669167,0.8,1.106096802,48007490001,TX0112585,sewer_system
11713,14299,TX05875,ICIS2022,AGUA DULCE WWTF,AGUA DULCE,27.782476,-97.8993,0.16,0.22121936,48001201001,TX0033367,sewer_system
11714,14300,TX05880,ICIS2022,AJ BROWN PARKER CREEK WWTF,HUNTSVILLE,30.772222,-95.5125,4.15,5.73787716,0,TX0072974,sewer_system
11715,14301,TX05890,ICIS2022,ALOE FIELD WWTF,VICTORIA,28.777222,-97.070833,0.22,0.304176621,48001294001,TX0023477,sewer_system
11716,14302,TX05895,ICIS2022,ANDERSON MILL MUD WWTP,AUSTIN,30.538333,-97.883611,0.99,1.368794792,48003286001,TX0034207,sewer_system
11717,14303,TX05900,ICIS2022,ANDY BOWIE WWTP,PORT ISABEL,26.137882,-97.173755,1.5,2.073931504,0,TX0023621,sewer_system
11718,14304,TX05910,ICIS2022,ATASCOSA RIVER FACILITY,PLEASANTON,28.960277,-98.476111,1.42,1.963321824,48008075001,TX0022594,sewer_system
11719,14305,TX05915,ICIS2022,AUBREY WWTP,AUBREY,33.298888,96.991388,0.4,0.553048401,48004046001,TX0056588,sewer_system
11720,14306,TX05930,ICIS2022,BAYVIEW MUD WWTP,BACLIFF,29.511388,-95.006111,0.9,1.244358902,48007072001,TX0021822,sewer_system
11721,14307,TX05935,ICIS2022,BEACH ROAD MUD WWTP,MATAGORDA COUNTY,28.648611,-95.963333,0.1,0.1382621,0,TX0105988,sewer_system
11722,14308,TX05945,ICIS2022,BELL CO WCID 1 WWTP 3,KILLEEN,31.04444,-97.668611,6,8.295726015,0,TX0125377,sewer_system
11723,14309,TX05950,ICIS2022,BELL COUNTY WCID 1 WWTF,KILLEEN,30.938056,-97.666111,18,24.88717805,0,TX0024597,sewer_system
11724,14310,TX05955,ICIS2022,BELL COUNTY WCID 1 WWTP 2,KILLEEN,31.110833,-97.705277,6,8.295726015,0,TX0102938,sewer_system
11725,14311,TX05965,ICIS2022,BERRY CREEK WWTP,GEORGETOWN,30.702556,-97.657806,0.4,0.553048401,48003080005,TX0119172,sewer_system
11726,14312,TX05970,ICIS2022,BIG OAKS MUD WWTP,FORT BEND COUNTY,29.70227,-95.70082,0.7,0.967834702,0,TX0096911,sewer_system
11727,14313,TX05975,ICIS2022,BIG SANDY WWTF,BIG SANDY,32.576944,-95.110277,0.235,0.324915936,48005045001,TX0033308,sewer_system
11728,14314,TX05985,ICIS2022,BILMA PUD - WWTP,HOUSTON,30.0375,-95.504722,0.74,1.023139542,48007151001,TX0077941,sewer_system
11729,14315,TX05990,ICIS2022,BISSONETT MUD,HOUSTON,29.675,-95.608333,0.6,0.829572602,48007499001,TX0056952,sewer_system
11730,14316,TX05995,ICIS2022,BLACKHAWK CREEK WWTP,WHITEHOUSE,32.206666,-95.203055,1.5,2.073931504,48005013001,TX0072770,sewer_system
11731,14317,TX06015,ICIS2022,BOLING WWTP,BOLING,29.263055,-95.937222,0.133,0.183888593,48001230001,TX0033910,sewer_system
11732,14318,TX06025,ICIS2022,BRACKETTVILLE FT CLARK WWTP,BRACKETTVILLE,29.272222,-100.419167,0.5,0.691310501,48008051001,TX0112119,sewer_system
11733,14319,TX06050,ICIS2022,BREMOND WWTP,ROBERTSON COUNTY,31.157777,-96.673055,0.22,0.304176621,48003054001,TX0023442,sewer_system
11734,14320,TX06065,ICIS2022,BULLARD WWTF,CHEROKEE COUNTY,32.131944,-95.33888,0.438,0.605587999,48005009001,TX0071188,sewer_system
11735,14321,TX06070,ICIS2022,BURKBURNETT WWTP,BURKBURNETT,33.102222,-98.561944,2.2,3.041766206,48004358001,TX0026956,sewer_system
11736,14322,TX06080,ICIS2022,CAMERON WWTP ,CAMERON,30.845,-96.9667,0.96,1.327316162,48003067001,TX0053651,sewer_system
11737,14323,TX06095,ICIS2022,CAMP SWIFT REGIONAL WWTP,BASTROP,30.169358,-97.305672,0.35,0.483917351,48008202001,TX0125334,sewer_system
11738,14324,TX06100,ICIS2022,CANEY CREEK MUD OF MATAGORDA COUNTY,MATAGORDA COUNTY,28.771111,-95.63,0.4,0.553048401,48001405001,TX0122483,sewer_system
11739,14325,TX06105,ICIS2022,CANTON WWTP,CANTON,32.581944,95.843333,1.3,1.797407303,48005052001,TX0099112,sewer_system
11740,14326,TX06115,ICIS2022,CANYON PARK ESTATES WWTP,COMAL COUNTY,29.909722,-98.213611,0.26,0.359481461,48000005005,TX0025224,sewer_system
11741,14327,TX06125,ICIS2022,CEDAR BAYOU PARK WWTP,HOUSTON,29.796111,-94.920833,0.1,0.1382621,48007401001,TX0068438,sewer_system
11742,14328,TX06130,ICIS2022,CENTRAL  MUD 1 WWTF,FORT BEND COUNTY,29.729722,-95.761944,3.3,4.562649308,0,TX0098957,sewer_system
